,title,desc,url
10,ISOC,"Общество Интернета (англ. Internet Society, ISOC) — международная профессиональная организация, занимающаяся развитием и обеспечением доступности сети Интернет. Организация насчитывает более 20 тысяч индивидуальных членов и более 100 организаций-членов в 180 странах мира. Общество Интернета предоставляет организационную основу для множества других консультативных и исследовательских групп, занимающихся развитием Интернета, включая IETF и IAB.",https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B0
11,Internet Engineering Task Force,"Инжене́рный сове́т Интерне́та (англ. Internet Engineering Task Force, IETF) — открытое международное сообщество проектировщиков, учёных, сетевых операторов и провайдеров, созданное IAB в 1986 году и занимающееся развитием протоколов и архитектуры Интернета.
Вся техническая работа осуществляется в рабочих группах IETF, занимающихся конкретной тематикой (например, вопросами маршрутизации, транспорта данных, безопасности и т. д.). Работа в основном ведётся через почтовые рассылки, но трижды в году проводятся собрания IETF.
Результаты деятельности рабочих групп оформляются в виде рабочих проектов (англ. Internet drafts), которые затем используются ISOC для кодификации новых стандартов.
Задачи IETF (в соответствии с RFC 4677):

Идентификация проблем и предложение решений в технических аспектах организации Интернета;
Разработка спецификаций, стандартов и соглашений по общим архитектурным принципам протоколов Интернета;
Вынесение рекомендаций относительно стандартизации протоколов на рассмотрение Internet Engineering Steering Group (IESG);
Содействие широкому распространению технологий и стандартов, разрабатываемых в Internet Research Task Force (IRTF);
Организация дискуссии для обмена информации в сообществе Интернета между учёными, разработчиками, пользователями, производителями оборудования и услуг, сетевыми администраторами и т. д.",https://ru.wikipedia.org/wiki/%D0%98%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%BD%D1%8B%D0%B9_%D1%81%D0%BE%D0%B2%D0%B5%D1%82_%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B0
12,Internet Society,"Общество Интернета (англ. Internet Society, ISOC) — международная профессиональная организация, занимающаяся развитием и обеспечением доступности сети Интернет. Организация насчитывает более 20 тысяч индивидуальных членов и более 100 организаций-членов в 180 странах мира. Общество Интернета предоставляет организационную основу для множества других консультативных и исследовательских групп, занимающихся развитием Интернета, включая IETF и IAB.",https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%D0%98%D0%BD%D1%82%D0%B5%D1%80%D0%BD%D0%B5%D1%82%D0%B0
13,JISC,"Японский комитет промышленной стандартизации (яп. 日本工業標準調査会 Нихон ко:гё: хё:дзюн тё:сакай), международное название Japanese Industrial Standards Committee (JISC) — объединённая национальная система промышленной стандартизации. Она начала функционировать с основанием JESC (Japanese Engineering Standards Committee) в 1921 году. В 1949 году был провозглашён Закон о промышленной стандартизации, и JESC был реорганизован согласно этому закону. Тогда же он был переименован в JISC и приобрёл новые функции. Теперь это стала уполномоченная правительством организация, которая способствовала разработке новых японских промышленных стандартов (JIS), а также была ответственна за соответствующую маркировку на продукции.
Комитет состоит из Совета и двух подчиняющихся ему коллегий. В коллегиях есть технические комиссии, в которые в качестве членов входят все заинтересованные организации (производители, потребители, продавцы и академические круги). Утверждённые стандарты покрывают все сферы кроме лекарств, сельскохозяйственных удобрений и культур (эти сферы регулируются другими законами). JISC является действующим членом ИСО.",https://ru.wikipedia.org/wiki/%D0%AF%D0%BF%D0%BE%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%BA%D0%BE%D0%BC%D0%B8%D1%82%D0%B5%D1%82_%D0%BF%D1%80%D0%BE%D0%BC%D1%8B%D1%88%D0%BB%D0%B5%D0%BD%D0%BD%D1%8B%D1%85_%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BE%D0%B2
14,OASIS,"OASIS (англ. Organization for the Advancement of Structured Information Standards) — глобальный консорциум, который управляет разработкой, конвергенцией и принятием промышленных стандартов электронной коммерции в рамках международного информационного сообщества. Данный консорциум является лидером по количеству выпущенных стандартов, относящихся к веб-службам. Кроме этого, он занимается стандартизацией в области безопасности, электронной коммерции; также затрагивается общественный сектор и рынки узкоспециальной продукции. В OASIS входит свыше 5000 участников, представляющих более 600 различных организаций из 100 стран мира.

Консорциум спонсируется ведущими корпорациями IT-индустрии, такими, как IBM, Novell, Oracle, Microsoft.",https://ru.wikipedia.org/wiki/OASIS
15,Object Management Group,"OMG (сокр. от англ. Object Management Group, читается как [о-эм-джи]) — консорциум, занимающийся разработкой и продвижением объектно-ориентированных технологий и стандартов. Это некоммерческое объединение, разрабатывающее стандарты для создания интероперабельных, то есть платформо-независимых, приложений на уровне предприятия. С консорциумом сотрудничает около 800 организаций — крупнейших производителей программного обеспечения.",https://ru.wikipedia.org/wiki/Object_Management_Group
16,Open Group,"The Open Group (букв. англ. открытая группа) — промышленный консорциум, созданный для установки нейтральных открытых технологических стандартов для вычислительной инфраструктуры. Сформировался при объединении X/Open с Open Software Foundation в 1996 году. The Open Group наиболее известна как сертифицирующий орган для торговой марки UNIX. В прошлом консорциум был наиболее известен в связи с публикацией Single UNIX Specification, расширяющей стандарты POSIX и являющейся официальным определением UNIX. В число членов группы входят покупатели и производители из отрасли информационных технологий, а также правительственные агентства, например, Capgemini, Fujitsu, Sun Microsystems, Hitachi, Hewlett-Packard, IBM, NEC, US Department of Defense, NASA и другие.",https://ru.wikipedia.org/wiki/The_Open_Group
17,URL,"Унифицированный указатель ресурса (от англ. Uniform Resource Locator, сокр.  URL [ˌjuː ɑːr ˈel]) — система унифицированных адресов электронных ресурсов, или единообразный определитель местонахождения ресурса (файла).
Используется как стандарт записи ссылок на объекты в Интернете (Гипертекстовые ссылки во «всемирной паутине» www).
Для обозначения электронного адреса используют аббревиатуру «URL» по ГОСТ Р 7.0.5-2008.",https://ru.wikipedia.org/wiki/URL
18,W3C,"Консо́рциум Всеми́рной паути́ны (англ. World Wide Web Consortium, W3C) — организация, разрабатывающая и внедряющая технологические стандарты для Всемирной паутины. Основателем и главой Консорциума является сэр Тимоти Джон Бернерс-Ли, автор множества разработок в области информационных технологий. По состоянию на 29 мая 2019 года Консорциум насчитывает 444 члена.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%BE%D1%80%D1%86%D0%B8%D1%83%D0%BC_%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B9_%D0%BF%D0%B0%D1%83%D1%82%D0%B8%D0%BD%D1%8B
19,Wayback Machine,"Wayback Machine (с англ. — «Машина времени») — бесплатный онлайн-архив некоммерческой библиотеки «Архив Интернета». С помощью поисковых роботов Wayback Machine архивирует и делает общедоступной бо́льшую часть «открытого» интернета. Сервис был запущен в 1996 году, однако стал доступен для общественности только в 2001-м. За первые 20 лет существования Wayback Machine каталогизировал и сохранил коллекцию из более чем 286 млрд веб-страниц. Архивные снимки отображаются в формате HTML, JavaScript и CSS. Благодаря сохранённым в Wayback Machine документам пользователи могут отслеживать происходящие на сайтах изменения и сравнивать разные версии правок. По состоянию на январь 2023 года Wayback Machine предоставляет доступ к более чем 767 миллиардам сохранённых веб-страниц.",https://ru.wikipedia.org/wiki/Wayback_Machine
20,World Wide Web Consortium,"Консо́рциум Всеми́рной паути́ны (англ. World Wide Web Consortium, W3C) — организация, разрабатывающая и внедряющая технологические стандарты для Всемирной паутины. Основателем и главой Консорциума является сэр Тимоти Джон Бернерс-Ли, автор множества разработок в области информационных технологий. По состоянию на 29 мая 2019 года Консорциум насчитывает 444 члена.",https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D0%BE%D1%80%D1%86%D0%B8%D1%83%D0%BC_%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%BE%D0%B9_%D0%BF%D0%B0%D1%83%D1%82%D0%B8%D0%BD%D1%8B
21,X/Open,"X/Open Company, Ltd. — консорциум, основанный европейскими поставщиками UNIX в 1984 году для создания и продвижения открытых стандартов в сфере информационных технологий. Начальной целью было определение единой спецификации операционных систем, производных от UNIX, для облегчения портирования программного обеспечения. Первыми членами организации были Bull, ICS, Siemens, Olivetti и Nixdorf — иногда эта группа называлась BISON. Вскоре к ним присоединились Philips и Ericsson, после чего было придумано название X/Open.
Группа публиковала свои спецификации под названием X/Open Portability Guide (или XPG). Версия 1 описывала общие системные интерфейсы и была опубликована через год после создания группы. Версия 2 появилась в 1987 году и описывала интернационализацию, межпроцессорное взаимодействие, языки программирования Си, Кобол, Фортран и Паскаль, а также интерфейсы для SQL и ISAM.
Стандарт XPG3 последовал в 1988 году, его основной задачей стала приближённость к спецификации POSIX.
Последняя версия XPG, X/Open Portability Guide Issue 4 (известная также как Common Applications Environment Specification Issue 4 (CAE4)), была опубликована в июле 1992 года. Single UNIX Specification основывалась на стандарте XPG4.
К 1990 году группа состояла из 21 членов: к первоначальным членам присоединились Nokia из Европы; AT&T, DEC, Unisys, Hewlett-Packard, IBM, NCR, Sun Microsystems, Prime Computer, Apollo Computer из Северной Америки; Fujitsu, Hitachi, и NEC; а также Open Software Foundation и Unix International.
X/Open управляла торговым знаком UNIX с 1993 по 1996 год, когда она объединилась с Open Software Foundation, образовав The Open Group.",https://ru.wikipedia.org/wiki/X/Open
22,XML,"XML (МФА: [ˌeks.emˈel], аббр. от англ. eXtensible Markup Language) — «расширяемый язык разметки». Рекомендован Консорциумом Всемирной паутины (W3C). Спецификация XML описывает XML-документы и частично описывает поведение XML-процессоров (программ, читающих XML-документы и обеспечивающих доступ к их содержимому). XML разрабатывался как язык с простым формальным синтаксисом, удобный для создания и обработки документов как программами, так и человеком, с акцентом на использование в Интернете. Язык называется расширяемым, поскольку он не фиксирует разметку, используемую в документах: разработчик волен создать разметку в соответствии с потребностями к конкретной области, будучи ограниченным лишь синтаксическими правилами языка. Расширение XML — это конкретная грамматика, созданная на базе XML и представленная словарём тегов и их атрибутов, а также набором правил, определяющих, какие атрибуты и элементы могут входить в состав других элементов. Сочетание простого формального синтаксиса, удобства для человека, расширяемости, а также базирование на кодировках Юникод для представления содержания документов привело к широкому использованию как, собственно, XML, так и множества производных специализированных языков на базе XML в самых разнообразных программных средствах.
XML является подмножеством SGML.
Файлы в формате XML используется при проектировании структуры программ, в частности, концептуальных карт и диаграмм связей,",https://ru.wikipedia.org/wiki/XML
23,Австрийский институт по стандартизации,"Австрийский институт по стандартизации — организация, основной задачей которой является разработка австрийских национальных стандартов ÖNORM.
Главной задачей Австрийского института по стандартизации является разработка и издание австрийских стандартов. Помимо этого ON сотрудничает с другими национальными и международными организациями по стандартизации (DIN, CEN, ISO и т. д.).
Институт координирует работу более 5000 экспертов из различных областей экономики, науки и техники, которые в свою очередь объединены в 180 технических комитетов, занятых в разработке нормативных документов.
Цели и задачи

разработка стандартов и технических условийорганизация участия в процессе разработки нормативной документации региональных и международных разработчиковсовместная работа с национальными, зарубежными, региональными и международными организациями, имеющими отношение к стандартизациипубликация, издание и распространение стандартов ÖNORM и технических условий.",https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BF%D0%BE_%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D0%B8
24,Американский институт нефти,"Американский институт нефти (англ. American Petroleum Institute, сокр. API) — единственная национальная неправительственная организация США, занимающаяся исследованиями всех аспектов и обеспечивающая деятельность по регулированию вопросов в области нефтяной и газовой промышленности.",https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D0%BD%D0%B5%D1%84%D1%82%D0%B8
25,Американское общество инженеров-механиков,"Американское общество инженеров-механиков (англ. American Society of Mechanical Engineers, англ. ASME) — американская общественная организация в области инженерии.",https://ru.wikipedia.org/wiki/%D0%90%D0%BC%D0%B5%D1%80%D0%B8%D0%BA%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%B5_%D0%BE%D0%B1%D1%89%D0%B5%D1%81%D1%82%D0%B2%D0%BE_%D0%B8%D0%BD%D0%B6%D0%B5%D0%BD%D0%B5%D1%80%D0%BE%D0%B2-%D0%BC%D0%B5%D1%85%D0%B0%D0%BD%D0%B8%D0%BA%D0%BE%D0%B2
26,Ассимиляция (социология),"Ассимиля́ция (лат. assimilatio — уподобление, усвоение) в социологии и этнографии — потеря одной частью социума (или целым этносом) своих отличительных черт и их замена позаимствованными у другой части (другого этноса). В целом это этнокультурный сдвиг в идентичности определённой социальной группы, ранее представлявшей иную общность в плане языка, религии или культуры.
Ассимиляция может носить как добровольный характер — увлечение другой, более привлекательной культурой, межнациональные и межконфессиональные браки и т. п.; так и принудительный (насильственный) характер: военная аннексия, частичное истребление (геноцид), вынужденное переселение, законодательная деятельность, направленная на подавление тех или иных культурно-языковых явлений.
Термин «ассимиляция» может восприниматься одновременно как процесс и как состояние. Во-первых, он обозначает процесс включения иммигрантов в принимающее общество. Во-вторых, под ассимиляцией понимают состояние сходства в манерах поведения, установках, ценностях у иммигрантов и представителей принимающего общества, нации.
Распространенный термин, применяемый в Европе.",https://ru.wikipedia.org/wiki/%D0%90%D1%81%D1%81%D0%B8%D0%BC%D0%B8%D0%BB%D1%8F%D1%86%D0%B8%D1%8F_(%D1%81%D0%BE%D1%86%D0%B8%D0%BE%D0%BB%D0%BE%D0%B3%D0%B8%D1%8F)
27,Британский институт стандартов,"Британский институт стандартов (БИС, англ. British Standards Institution, BSI) — британская организация, занимающаяся координацией деятельности по разработке стандартов на основе соглашения между всеми заинтересованными сторонами и принятием стандартов. Действует в соответствии с Уставом, впервые принятым в 1929 и пересмотренным в 1981 году. 
Организация начала свою деятельность в 1901 г. как комитет инженеров, которые устанавливали стандарты на сталь. Эти стандарты использовались британскими промышленниками для производства более качественной и конкурентоспособной продукции. BSI — член Международной организации по стандартизации (ISO).
Институт уже более 100 лет является лидером в предоставлении бизнес решений в области Систем Менеджмента организациям по всему миру. BSI Group предлагает наиболее полный набор услуг по Сертификации Систем Менеджмента и продукции, стандартизации и всем видам обучения.

Группа BSI насчитывает в своём штате 2274 сотрудника. Каждый год публикуется более 2000 стандартов BSI.
Деятельность группы BSI:

Услуги и решения по системам менеджмента;
Услуги по оценке и сертификации;
Сертификация продукции;
Обучение системам менеджмента;
Стандарты и публикации;
Маркировка CEБританский институт стандартов — крупнейший мировой провайдер стандартов, покрывающий все аспекты современной экономики от защиты интеллектуальной собственности до технических спецификаций систем индивидуальной защиты. Центр Британских стандартов базируется в Лондоне и имеет широкие связи с национальными институтами стандартизации других стран.",https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D1%82%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%82_%D1%81%D1%82%D0%B0%D0%BD%D0%B4%D0%B0%D1%80%D1%82%D0%BE%D0%B2
28,Вестернизация,"Вестерниза́ция (от англ. Western — западный) — заимствование западноевропейского или англо-американского образа жизни в области экономики, политики, образования и культуры, распространение европейских ценностей по всему миру.
Наиболее широко распространены либеральная идеология и рыночная экономика. Страны усваивают западные ценности на основе своих национальных особенностей. Это понятие тесно связано с глобализацией, так как является её прямым следствием. Наряду с положительными качествами: борьба за права человека, распространение прав и свобод человека, имеет и отрицательные: распространение экономического кризиса, экологических проблем.",https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D1%81%D1%82%D0%B5%D1%80%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F
29,Всемирная организация здравоохранения,"Всеми́рная организа́ция здравоохране́ния (ВОЗ, англ. World Health Organization, WHO) — специализированное учреждение Организации Объединённых Наций (самостоятельные международные организации, связанные с Организацией Объединённых Наций специальным соглашением о сотрудничестве), состоящее из 194 государств-членов, основная функция которого лежит в решении международных проблем здравоохранения населения Земли.
Всемирная организация здравоохранения была основана в 1948 году с главной конторой (офисом) в Женеве, в Швейцарии. В специализированную группу ООН, кроме ВОЗ, входят ЮНЕСКО (Организация Объединённых Наций по вопросам образования, науки и культуры), Международная организация труда (МОТ), ЮНИСЕФ (Фонд помощи детям) и другие (см. Специализированные учреждения ООН).
Государство-член ООН становится членом ВОЗ, приняв Устав. Государство не член ООН принимается в члены ВОЗ простым большинством голосов Генеральной ассамблеи. Территории, не правомочные выступать субъектами международных отношений, могут быть приняты в ВОЗ в качестве ассоциативных членов на основании заявлений, сделанных от их имени членом ВОЗ или другим полномочным органом, ответственным за международные отношения этих территорий.",https://ru.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F_%D0%B7%D0%B4%D1%80%D0%B0%D0%B2%D0%BE%D0%BE%D1%85%D1%80%D0%B0%D0%BD%D0%B5%D0%BD%D0%B8%D1%8F
30,Всемирная торговая организация,"Всеми́рная торго́вая организа́ция (ВТО; англ. World Trade Organization (WTO), фр. Organisation mondiale du commerce (OMC), исп. Organización Mundial del Comercio) — интеграционная организация, созданная 1 января 1995 года с целью либерализации международной торговли и регулирования торгово-политических отношений государств-членов. ВТО образована на основе Генерального соглашения по тарифам и торговле (ГАТТ), заключённого в 1947 году и на протяжении почти 50 лет фактически выполнявшего функции международной организации, но не являвшегося тем не менее международной организацией в юридическом смысле.
ВТО отвечает за разработку и внедрение новых торговых соглашений, а также следит за соблюдением членами организации всех соглашений, подписанных большинством стран мира и ратифицированных их парламентами. ВТО строит свою деятельность, исходя из решений, принятых в 1986—1994 годах в рамках Уругвайского раунда и более ранних договорённостей ГАТТ. Обсуждения проблем и принятие решений по глобальным проблемам либерализации и перспективам дальнейшего развития мировой торговли проходят в рамках многосторонних торговых переговоров (раунды). К настоящему времени проведено 8 раундов таких переговоров, включая Уругвайский, а в 2001 году стартовал девятый в Дохе, Катар. Организация пытается завершить переговоры по Дохийскому раунду переговоров, который был начат с явным акцентом на удовлетворение потребностей развивающихся стран. По состоянию на декабрь 2012 года будущее раунда переговоров в Дохе остаётся неопределённым: программа работы состоит из 21 части, а первоначально установленный окончательный срок 1 января 2005 года был давно пропущен. В ходе переговоров возник конфликт между стремлением к свободной торговле и стремлением множества стран к протекционизму, особенно в плане сельскохозяйственных субсидий. До сих пор эти препятствия остаются главными и мешают любому прогрессу для запуска новых переговоров в рамках Дохийского раунда. По состоянию на июль 2012 года, существуют различные группы переговоров в системе ВТО для решения текущих вопросов в плане сельского хозяйства, что приводит к застою в самих переговорах.
Штаб-квартира ВТО расположена в Женеве, Швейцария. Глава ВТО (генеральный директор) — по состоянию на 2021 г. — Нгози Оконджо-Ивеала, в штате самой организации около 600 человек.
Правила ВТО предусматривают ряд льгот для развивающихся стран. В настоящее время развивающиеся страны — члены ВТО имеют (в среднем) более высокий относительный уровень таможенно-тарифной защиты своих рынков по сравнению с развитыми. Тем не менее, в абсолютном выражении общий размер таможенно-тарифных санкций в развитых странах гораздо выше, вследствие чего доступ на рынки высокопередельной продукции из развивающихся стран серьёзно ограничен.
Правила ВТО регулируют только торгово-экономические вопросы. Попытки США и ряда европейских стран начать дискуссию об условиях труда (что позволило бы считать недостаточную законодательную защиту работников конкурентным преимуществом) были отвергнуты из-за протестов развивающихся стран, которые утверждали, что такие меры только ухудшат благосостояние работников в связи с сокращением числа рабочих мест, снижением доходов и уровня конкурентоспособности.",https://ru.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%B0%D1%8F_%D1%82%D0%BE%D1%80%D0%B3%D0%BE%D0%B2%D0%B0%D1%8F_%D0%BE%D1%80%D0%B3%D0%B0%D0%BD%D0%B8%D0%B7%D0%B0%D1%86%D0%B8%D1%8F
